epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
63,97.9732,0.72475,0.75181,0.34416,0.00189,0.13493,0.95474,0.84912,0.91351,0.69144,0.94355,0.88772,0.94008,0.59454,0.90469,0.85514,0.52009,0.00418,0,0.0017954,0.0017954,0.0017954
64,99.4408,0.6744,0.72712,0.33293,0.0018,0.06288,0.90735,0.87719,0.91032,0.68092,0.94108,0.89671,0.93368,0.58753,0.94829,0.89294,0.59832,0.00421,0,0.0017921,0.0017921,0.0017921
65,100.927,0.69544,0.78698,0.31428,0.00174,0.06796,0.94914,0.86316,0.90389,0.69911,0.94468,0.89874,0.93673,0.58992,0.84469,0.82417,0.55423,0.00371,0,0.0017888,0.0017888,0.0017888
66,102.625,0.7058,0.7148,0.34015,0.00211,0.08398,0.94914,0.86316,0.90389,0.69911,0.94468,0.89874,0.93673,0.58992,0.84469,0.82417,0.55423,0.00371,0,0.0017855,0.0017855,0.0017855
67,104.23,0.69397,0.75026,0.31136,0.00194,0.15924,0.93906,0.86516,0.91054,0.71947,0.91746,0.89825,0.92931,0.58531,0.8023,0.84176,0.54961,0.00354,0,0.0017822,0.0017822,0.0017822
68,105.673,0.78551,0.78488,0.35966,0.00252,0.13655,0.94422,0.84912,0.91089,0.67346,0.95688,0.85965,0.91291,0.58358,0.97955,0.86942,0.60642,0.00468,0,0.0017789,0.0017789,0.0017789
69,107.213,0.7019,0.76158,0.42001,0.00218,0.21228,0.94422,0.84912,0.91089,0.67346,0.95688,0.85965,0.91291,0.58358,0.97955,0.86942,0.60642,0.00468,0,0.0017756,0.0017756,0.0017756
70,108.704,0.69424,0.74376,0.34723,0.00212,0.10658,0.91737,0.85614,0.88553,0.63743,0.95499,0.87368,0.91307,0.57771,1.0899,0.94925,0.73863,0.00558,0,0.0017723,0.0017723,0.0017723
71,110.306,0.75172,0.85025,0.43707,0.00359,0.31645,0.93087,0.85045,0.88661,0.64262,0.94993,0.86537,0.9183,0.5812,1.05261,0.99705,0.76142,0.00533,0,0.001769,0.001769,0.001769
72,111.871,0.65254,0.69662,0.33133,0.00165,0.06537,0.93822,0.8525,0.89214,0.67544,0.96138,0.87348,0.9334,0.58529,0.91352,0.89272,0.62492,0.00442,0,0.0017657,0.0017657,0.0017657
73,113.503,0.68081,0.75632,0.33913,0.00215,0.07694,0.93822,0.8525,0.89214,0.67544,0.96138,0.87348,0.9334,0.58529,0.91352,0.89272,0.62492,0.00442,0,0.0017624,0.0017624,0.0017624
74,114.934,0.6786,0.8128,0.32833,0.00185,0.06944,0.95344,0.86224,0.89801,0.68219,0.95347,0.86284,0.91037,0.59246,0.91282,0.89942,0.59473,0.00449,0,0.0017591,0.0017591,0.0017591
75,116.394,0.63744,0.67367,0.3149,0.00205,0.06026,0.93804,0.84999,0.88158,0.67076,0.96368,0.83794,0.91291,0.58849,0.93073,1.01848,0.66976,0.00448,0,0.0017558,0.0017558,0.0017558
76,118.015,0.68778,0.90392,0.32913,0.00177,0.08559,0.93804,0.84999,0.88158,0.67076,0.96368,0.83794,0.91291,0.58849,0.93073,1.01848,0.66976,0.00448,0,0.0017525,0.0017525,0.0017525
77,119.456,0.65746,0.67768,0.3287,0.00212,0.06583,0.95612,0.84096,0.88581,0.6633,0.95612,0.84096,0.90361,0.58764,0.94502,0.95588,0.71595,0.00433,0,0.0017492,0.0017492,0.0017492
78,121.053,0.67165,0.7391,0.3352,0.00203,0.06034,0.92508,0.86654,0.88433,0.66366,0.92508,0.86654,0.89597,0.58239,0.92938,0.98125,0.72348,0.00416,0,0.0017459,0.0017459,0.0017459
79,122.633,0.60303,0.64731,0.29441,0.00189,0.05099,0.93506,0.8589,0.88718,0.66685,0.93124,0.85539,0.89728,0.59322,0.92964,0.97503,0.70394,0.00419,0,0.0017426,0.0017426,0.0017426
80,124.097,0.65307,0.69231,0.36347,0.00153,0.08739,0.93506,0.8589,0.88718,0.66685,0.93124,0.85539,0.89728,0.59322,0.92964,0.97503,0.70394,0.00419,0,0.0017393,0.0017393,0.0017393
81,125.667,0.59632,0.60462,0.27946,0.00209,0.05071,0.93409,0.84912,0.89368,0.65765,0.94816,0.86316,0.91079,0.59164,0.96615,0.93504,0.74465,0.00434,0,0.001736,0.001736,0.001736
82,127.122,0.62156,0.65845,0.29763,0.0019,0.05064,0.92439,0.85797,0.88933,0.66741,0.94329,0.87551,0.90633,0.59949,0.90822,1.19661,0.64634,0.00384,0,0.0017327,0.0017327,0.0017327
83,128.605,0.60365,0.64304,0.27209,0.00165,0.04332,0.92439,0.85797,0.88933,0.66741,0.94329,0.87551,0.90633,0.59949,0.90822,1.19661,0.64634,0.00384,0,0.0017294,0.0017294,0.0017294
84,130.089,0.65061,0.68486,0.34228,0.00215,0.05413,0.93117,0.85446,0.88912,0.68601,0.95029,0.872,0.91623,0.61222,0.86084,1.29315,0.6913,0.0037,0,0.0017261,0.0017261,0.0017261
85,131.593,0.63898,0.74579,0.29347,0.00175,0.11334,0.93747,0.87368,0.89707,0.69276,0.94108,0.88421,0.92213,0.61566,0.86452,1.14024,0.60635,0.00401,0,0.0017228,0.0017228,0.0017228
86,133.327,0.6752,0.76966,0.31951,0.00184,0.14473,0.9244,0.87719,0.90776,0.70173,0.92643,0.8837,0.91342,0.61495,0.87118,1.09508,0.53347,0.00414,0,0.0017195,0.0017195,0.0017195
87,134.92,0.67404,0.71275,0.31112,0.00176,0.05273,0.9244,0.87719,0.90776,0.70173,0.92643,0.8837,0.91342,0.61495,0.87118,1.09508,0.53347,0.00414,0,0.0017162,0.0017162,0.0017162
88,136.526,0.65093,0.68605,0.30504,0.00202,0.05253,0.95319,0.85736,0.8985,0.70479,0.95699,0.85889,0.91215,0.61244,0.84886,1.12513,0.53799,0.00393,0,0.0017129,0.0017129,0.0017129
89,138.142,0.66318,0.73339,0.3148,0.00185,0.09222,0.94561,0.84912,0.90076,0.6941,0.91795,0.8636,0.90703,0.61063,0.89149,0.97861,0.54219,0.00401,0,0.0017096,0.0017096,0.0017096
90,139.755,0.66405,0.73237,0.33653,0.00183,0.1547,0.94561,0.84912,0.90076,0.6941,0.91795,0.8636,0.90703,0.61063,0.89149,0.97861,0.54219,0.00401,0,0.0017063,0.0017063,0.0017063
91,141.314,0.68774,0.67938,0.3619,0.00234,0.12313,0.92189,0.8697,0.89337,0.66687,0.91445,0.86268,0.90289,0.61154,0.97133,0.92854,0.65827,0.0043,0,0.001703,0.001703,0.001703
92,142.937,0.69058,0.79289,0.33595,0.0021,0.07725,0.92529,0.8691,0.90489,0.67408,0.90658,0.89123,0.9053,0.61222,0.96896,1.2192,0.61413,0.00427,0,0.0016997,0.0016997,0.0016997
93,144.558,0.70052,0.71392,0.34672,0.00189,0.0474,0.91501,0.86887,0.89633,0.70048,0.91501,0.86887,0.89953,0.60221,0.8555,1.01006,0.57186,0.0037,0,0.0016964,0.0016964,0.0016964
94,145.968,0.62868,0.69976,0.3056,0.00155,0.05642,0.91501,0.86887,0.89633,0.70048,0.91501,0.86887,0.89953,0.60221,0.8555,1.01006,0.57186,0.0037,0,0.0016931,0.0016931,0.0016931
95,147.483,0.68129,0.74613,0.32772,0.0019,0.10334,0.91487,0.86729,0.90305,0.71596,0.94131,0.84416,0.90509,0.60886,0.81617,1.06373,0.51097,0.00355,0,0.0016898,0.0016898,0.0016898
96,148.965,0.64405,0.6863,0.30481,0.00191,0.04578,0.90172,0.88772,0.90672,0.7085,0.91221,0.87719,0.90998,0.60538,0.85822,1.07616,0.50002,0.00378,0,0.0016865,0.0016865,0.0016865
97,150.638,0.60599,0.60764,0.32244,0.00174,0.12788,0.90172,0.88772,0.90672,0.7085,0.91221,0.87719,0.90998,0.60538,0.85822,1.07616,0.50002,0.00378,0,0.0016832,0.0016832,0.0016832
98,152.131,0.69626,0.7741,0.31695,0.00172,0.10747,0.90658,0.8807,0.90613,0.6862,0.94336,0.86316,0.90455,0.6106,0.939,1.07467,0.55749,0.00415,0,0.0016799,0.0016799,0.0016799
99,153.642,0.70822,0.82048,0.3562,0.00189,0.13518,0.90587,0.87792,0.9072,0.68224,0.91463,0.88421,0.91252,0.6098,0.93399,1.05361,0.54088,0.00419,0,0.0016766,0.0016766,0.0016766
100,155.256,0.63818,0.74501,0.30306,0.00178,0.05543,0.89737,0.88976,0.9111,0.69902,0.92152,0.88421,0.91201,0.60131,0.89663,1.03882,0.56556,0.004,0,0.0016733,0.0016733,0.0016733
101,156.85,0.62096,0.71468,0.31669,0.00174,0.05387,0.89737,0.88976,0.9111,0.69902,0.92152,0.88421,0.91201,0.60131,0.89663,1.03882,0.56556,0.004,0,0.00167,0.00167,0.00167
