epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
101,510.998,0.85902,1.28181,0.66582,0.00393,0.06879,0.81451,0.88552,0.92814,0.77536,0.81142,0.88215,0.91461,0.55731,0.71074,0.84537,0.53012,0.00406,0,0.00167,0.00167,0.00167
102,516.109,0.84491,1.26964,0.68098,0.00384,0.06619,0.833,0.85859,0.92752,0.77549,0.81035,0.85859,0.9203,0.55094,0.70728,0.83296,0.52837,0.00392,0,0.0016667,0.0016667,0.0016667
103,521.193,0.86571,1.27471,0.67908,0.00416,0.04985,0.82991,0.85425,0.90998,0.74239,0.81871,0.85148,0.89501,0.54839,0.79555,0.84024,0.57091,0.00476,0,0.0016634,0.0016634,0.0016634
104,526.254,0.84638,1.26072,0.66982,0.00386,0.06056,0.84568,0.88552,0.93871,0.78052,0.79239,0.85185,0.90574,0.55353,0.72131,0.85004,0.55101,0.004,0,0.0016601,0.0016601,0.0016601
105,531.505,0.85388,1.28395,0.66529,0.00392,0.06679,0.84421,0.83838,0.92463,0.76728,0.83136,0.82992,0.90539,0.5449,0.73148,0.86455,0.53055,0.00384,0,0.0016568,0.0016568,0.0016568
106,536.357,0.84977,1.25444,0.66555,0.00385,0.0593,0.83911,0.82535,0.91967,0.7492,0.83903,0.80728,0.91824,0.55923,0.77157,0.82556,0.5532,0.00444,0,0.0016535,0.0016535,0.0016535
107,541.521,0.85104,1.30222,0.66221,0.00381,0.05542,0.82255,0.84282,0.91599,0.75827,0.76382,0.85185,0.89178,0.55062,0.74209,0.80045,0.53768,0.00422,0,0.0016502,0.0016502,0.0016502
108,546.623,0.83452,1.24389,0.64737,0.00375,0.04426,0.81146,0.87879,0.93374,0.79402,0.80576,0.84512,0.90848,0.56074,0.67353,0.79779,0.5174,0.00347,0,0.0016469,0.0016469,0.0016469
109,551.654,0.8497,1.23456,0.66662,0.00398,0.06874,0.83714,0.85522,0.92998,0.76774,0.7789,0.854,0.90317,0.54195,0.74907,0.79035,0.5495,0.00433,0,0.0016436,0.0016436,0.0016436
110,556.653,0.82665,1.20884,0.65623,0.00387,0.0662,0.83372,0.84408,0.92397,0.78333,0.79884,0.81481,0.90453,0.5618,0.66497,0.76242,0.52,0.00352,0,0.0016403,0.0016403,0.0016403
111,561.52,0.84546,1.24891,0.65428,0.00381,0.03933,0.86785,0.86236,0.94319,0.79939,0.79826,0.85522,0.9078,0.56443,0.6937,0.8121,0.47731,0.00363,0,0.001637,0.001637,0.001637
112,566.598,0.82609,1.20525,0.65263,0.00374,0.07311,0.91411,0.80808,0.93545,0.7738,0.8366,0.81026,0.91211,0.55584,0.73801,0.78848,0.53807,0.0041,0,0.0016337,0.0016337,0.0016337
113,571.544,0.82815,1.23222,0.65581,0.00369,0.07811,0.88623,0.84175,0.94359,0.80331,0.79619,0.87542,0.90914,0.54808,0.6716,0.85395,0.47307,0.00356,0,0.0016304,0.0016304,0.0016304
114,576.668,0.83915,1.25152,0.6588,0.0037,0.06107,0.8432,0.8691,0.93835,0.79638,0.8236,0.8489,0.91461,0.56556,0.68708,0.8138,0.48674,0.00361,0,0.0016271,0.0016271,0.0016271
115,581.463,0.8152,1.20282,0.6565,0.00368,0.06999,0.8514,0.88743,0.94009,0.78205,0.84958,0.88552,0.94139,0.55826,0.7133,0.78428,0.49233,0.00387,0,0.0016238,0.0016238,0.0016238
116,586.567,0.82189,1.22723,0.63093,0.00363,0.04626,0.85869,0.87982,0.94387,0.77233,0.80612,0.82595,0.89366,0.55625,0.75446,0.7958,0.52129,0.00419,0,0.0016205,0.0016205,0.0016205
117,591.457,0.81351,1.18845,0.64034,0.00371,0.04247,0.81193,0.86195,0.92272,0.76126,0.7791,0.87876,0.91349,0.55714,0.76053,0.82301,0.54158,0.00444,0,0.0016172,0.0016172,0.0016172
118,596.307,0.83111,1.22729,0.65141,0.00375,0.0584,0.83456,0.85859,0.93013,0.78692,0.80429,0.81145,0.89825,0.58102,0.67911,0.78998,0.52768,0.00353,0,0.0016139,0.0016139,0.0016139
119,601.396,0.82384,1.20744,0.64649,0.00372,0.05394,0.84634,0.85306,0.9384,0.794,0.81477,0.80808,0.90626,0.5677,0.69218,0.79749,0.49317,0.00363,0,0.0016106,0.0016106,0.0016106
